"w","g","A"
0.9,0,0
0.892529887249065,0.150103538751744,12.95237107665
0.885134105085727,0.148609948948259,12.9275317875063
0.877810372182329,0.147162199865728,12.903040143173
0.870556538731293,0.145757648755705,12.8788792691145
0.863370576157172,0.144393859594454,12.855033302444
0.856250567844248,0.143068582676746,12.831487308514
0.84919470075964,0.141779736621645,12.8082272059508
0.842201257868313,0.140525392460113,12.7852396991167
0.835268611250268,0.139303759525403,12.7625122171263
0.828395215841985,0.138113172909496,12.7400328586589
0.821579603734204,0.136952082284054,12.7177903419128
0.81482037896671,0.13581904191369,12.6957739591299
0.80811621276813,0.134712701714013,12.673973535195
0.801465839195052,0.133631799227555,12.6523793898727
0.794868051130246,0.132575152408173,12.6309823033021
0.788321696604448,0.131541653119322,12.6097734844139
0.781825675410275,0.1305302612641,12.5887445419727
0.775378935980365,0.12953999947575,12.5678874579865
0.76898047250497,0.128569948306368,12.547194563249
0.762629322266895,0.127619241859475,12.526658514812
0.756324563174063,0.126687063818795,12.5062722752048
0.750065311471968,0.125772643833902,12.4860290932925
0.743850719620831,0.124875254210419,12.465922486285
0.737679974321919,0.123994206912919,12.4459462236673
0.73155229468172,0.123128850794908,12.4260943116746
0.725466930501681,0.122278569075494,12.4063609792012
0.719423160683335,0.121442777021155,12.3867406646326
0.713420291739408,0.120620919815937,12.3672280035871
0.716302212689361,0.119812470602209,12.3478178174924
0.710320309328474,0.120199639935516,12.3571403640423
0.704378303121482,0.119397951368638,12.337781385964
0.698475564167887,0.118608919945877,12.3185173480422
0.692611485664575,0.11783208155125,12.2993434940948
0.686785482800502,0.11706699427874,12.2802552194368
0.680996991721124,0.116313237030964,12.2612480615238
0.675245468552303,0.115570408324111,12.242317693758
0.669530388485356,0.114838125059214,12.2234599166272
0.663851244915114,0.114116021457085,12.2046706512715
0.658207548628232,0.113403748048525,12.1859459329163
0.652598827038195,0.112700970736022,12.1672819047047
0.647024623463769,0.11200736992079,12.148674811892
0.641484496446685,0.111322639714422,12.1301209970462
0.635978019112797,0.110646487065332,12.1116168917398
0.630504778558021,0.109978631260771,12.0931590173613
0.625064375276007,0.109318803088299,12.0747439756738
0.61965642261336,0.108666744282226,12.0563684461779
0.614280546253743,0.108022206943185,12.0380291819035
0.608936383728954,0.107384952996189,12.019723005459
0.603623583955241,0.106754753683469,12.001446805299
0.598341806792517,0.106131389104365,11.9831975326344
0.593090722629907,0.105514647686198,11.9649721956227
0.587870011982853,0.104904325951914,11.9467678616631
0.582679365120653,0.104300227908804,11.9285816479303
0.577518481705579,0.103702164815481,11.9104107225181
0.572387070451409,0.103109954792196,11.8922523004474
0.567284848798116,0.102523422495767,11.8741036411069
0.562211542601918,0.101942398811204,11.8559620457455
0.557166885839819,0.10136672056043,11.8378248550583
0.552150620327834,0.100796230227325,11.8196894468705
0.547162495452135,0.100230775698042,11.8015532339147
0.542202267912407,0.099670210015768,11.7834136616994
0.537269701476727,0.0991143911490308,11.7652682064671
0.532364566747357,0.0985631817726588,11.7471143732332
0.527486640936831,0.0980164490605211,11.7289496939006
0.522635707653833,0.0974740644892555,11.7107717254422
0.517811556698312,0.0969359036522851,11.6925780481473
0.513013983865382,0.0964018460835061,11.6743662639288
0.508242790757539,0.0958717750900811,11.6561339946868
0.503497784604774,0.0953455775938159,11.6378788807281
0.498778778092177,0.0948231439806152,11.6195985792369
0.494085589194655,0.0943043679575384,11.6012907627943
0.489418041018408,0.093789146417007,11.5829531179436
0.484775961648827,0.09327737930773,11.5645833437981
0.480159184004508,0.0927689695119525,11.5461791506879
0.475567545697064,0.0922638227286594,11.5277382588441
0.724143224003269,0.0917618473623986,11.5092583971165
0.718108446699045,0.121262082534084,12.3824693785672
0.712114422321925,0.120443198164217,12.362979537616
0.706160489155625,0.119637610241056,12.3435910640899
0.700246010129027,0.118844823547573,12.3242989914804
0.694370371614651,0.118064367010191,12.3050985163903
0.834551542644766,0.117295792188607,12.285984989361
0.827684219593018,0.137991155714472,12.737710407305
0.820874531497812,0.136833045894537,12.7154918812563
0.814121089596166,0.135702841709374,12.6934984075693
0.807422571842861,0.134599202540385,12.6717198642599
0.915586143102481,0.133520874610088,12.6501466204924
0.907955590921216,0.153327389187596,13.0045553632348
0.9004045172895,0.15173035686158,12.9789443412514
0.892930333414222,0.150185343430049,12.9537192012795
0.885530606954657,0.148689205157812,12.9288606870703
0.878203049185373,0.147239056256509,12.9043507570537
0.87094550348659,0.145832242211265,12.8801724796556
0.863755934997762,0.144466316406807,12.8563099397049
0.856632421293695,0.143139019580829,12.8327481545376
0.849573143962192,0.141848261708771,12.8094729986036
0.842576380978809,0.140592105986825,12.7864711355525
0.835640499788311,0.139368754631598,12.7637299569166
0.8287639510143,0.138176536257621,12.7412375266293
0.821945262728614,0.137013894629431,12.7189825307172
0.815183035220729,0.135879378614584,12.696954231592
0.8084759362148,0.134771633188832,12.675142426442
0.801822696488347,0.133689391365532,12.6535374092828
0.795222105852071,0.132631466939044,12.6321299362863
0.947888073578327,0.131596747946741,12.6109111940472
0.93989923588343,0.160526734802957,13.1144843973721
0.932002516699551,0.158675716625649,13.0870517070661
0.924194511551912,0.156893107551248,13.0600997128313
0.916472043966562,0.155174326158832,13.0336027496861
0.908832144732069,0.153515207740417,13.0075369553403
0.901272033531693,0.151911956669074,12.9818800990724
0.893789102622626,0.150361105265137,12.9566114306034
0.886380902289861,0.148859478137161,12.9317115461976
0.879045127844109,0.147404161155962,12.9071622696657
0.87177960796782,0.145992474366024,12.8829465463004
0.864582294242106,0.144621948256532,12.8590483480803
0.857451251711368,0.143290302909957,12.8354525887187
0.850384650362512,0.14199542962431,12.8121450473439
0.843380757412572,0.140735374669253,12.78911229977
0.836437930312815,0.139508324889022,12.7663416564591
0.829554610389544,0.138312594908838,12.7438211064018
0.822729317052095,0.137146615737714,12.7215392662431
0.815960642507334,0.136008924590905,12.6994853340703
0.809247246927498,0.13489815578053,12.6776490473547
0.802587854024687,0.133813032544269,12.6560206446007
0.795981246990916,0.132752359699934,12.6345908303143
0.789426264767444,0.131715017028987,12.6133507429467
0.78292179861129,0.130699953304937,12.5922919255121
0.776466788930468,0.129706180893574,12.5714062986127
0.770060222362673,0.128732770861366,12.5506861356359
0.76370112907487,0.127778848536419,12.5301240399129
0.757388580263707,0.126843589473276,12.5097129236544
0.751121685838643,0.125926215781419,12.4894459885543
0.744899592272375,0.125025992763546,12.4693167075522
0.738721480602678,0.124142225873219,12.4493188085703
0.73258656457419,0.123274257902674,12.4294462587795
0.726494088907636,0.122421466422212,12.4096932503358
0.720443327686098,0.12158326142816,12.3900541870487
0.714433582848805,0.120759083182473,12.370523671975
0.708464182783808,0.119948400225798,12.3510964958589
0.702534481011704,0.119150707547753,12.3317676263496
0.696643854953325,0.118365524899914,12.3125321979322
0.690791704774925,0.11759239523854,12.2933855025148
0.684977452304713,0.116830883290991,12.2743229807601
0.679200540016953,0.116080574197853,12.2553402131711
0.673460430075062,0.115341072327724,12.2364329135599
0.667756603433664,0.114612000092399,12.2175969207468
0.662088558992707,0.113892996900667,12.1988281921125
0.656455812800696,0.113183718171514,12.1801227971598
0.650857897303575,0.112483834416806,12.1614769114625
0.645294360636096,0.111793030387549,12.1428868109664
0.639764765951894,0.111111004296122,12.1243488670978
0.634268690794587,0.110437466991924,12.1058595394356
0.628805726495874,0.109772141418964,12.087415375007
0.623375477612179,0.109114761841223,12.0690130002719
0.617977561389092,0.108465073284134,12.0506491180854
0.612611607254075,0.107822830966615,12.0323205035749
0.607277256335585,0.107187799770325,12.0140240002612
0.601974161006924,0.106559753742707,11.995756516389
0.59670198445436,0.105938475609332,11.9775150208042
0.591460400261792,0.105323756441447,11.9592965427365
0.58624909202574,0.104715395046688,11.9410981627976
0.581067752980539,0.104113197763983,11.9229170153099
0.575916085645294,0.103516978026243,11.9047502832672
0.570793801487595,0.102926556023718,11.8865951957513
0.565700620602833,0.102341758390434,11.8684490255816
0.560636271409238,0.10176241788827,11.8503090864352
0.555600490356512,0.101188373133801,11.8321727308633
0.550593021648226,0.10061946832173,11.8140373478042
0.545613616976845,0.100055552971098,11.7959003604298
0.540662035270749,0.0994964816843562,11.7777592240422
0.535738042452575,0.0989421139197173,11.7596114240578
0.530841411208279,0.0983923137758761,11.7414544740708
0.525971920766337,0.0978469497882533,11.7232859139891
0.521129356686547,0.0973058947360024,11.7051033082377
0.516313510657939,0.0967690254591024,11.6869042440238
0.511524180305311,0.0962362226849429,11.6686863296624
0.506761169003953,0.0957073708638472,11.6504471929574
0.502024285702133,0.0951823580130192,11.6321844796372
0.497313344750965,0.094661075568418,11.613895851841
0.492628165741263,0.0941434182440913,11.5955789866533
0.487968573347055,0.0936292838985194,11.5772315746824
0.483334397175426,0.0931185734075532,11.5588513186809
0.478725471622359,0.0926111905435575,11.5404359322039
0.474141635734317,0.0921070418603986,11.5219831383047
0.469582733075266,0.0916060365839568,11.5034906682623
0.465048611598882,0.0911080865078398,11.4849562603419
0.460539123525718,0.0906131058940118,11.4663776585839
0.456054125225072,0.0901210113780815,11.4477526116205
0.451593477101353,0.0896317218789887,11.4290788715189
0.447157043484739,0.0891451585128562,11.4103541926474
0.442744692525918,0.0886612445107751,11.3915763305651
0.438356296094743,0.088179905140317,11.3727430409308
0.433991729682613,0.0877010676305724,11.3538520784314
0.429650872308419,0.0872246611005335,11.3349011957285
0.425333606428246,0.0867506164836874,11.3158881421392
0.421039817846997,0.0862788664892095,11.2968106636833
0.416769395634577,0.0858093455106323,11.2776665009293
0.412522232045651,0.0853419895537069,11.2584533874758
0.408298222439919,0.084876736226294,11.2391690508923
0.404097265206808,0.0844135246493706,11.2198112103547
0.399919261692381,0.0839522954127118,11.2003775760104
0.39576411612874,0.0834929905245458,11.1808658480167
0.391631735565841,0.0830355533633057,11.161273715586
0.3875220298056,0.0825799286313815,11.1415988560365
0.383434911338217,0.0821260623107689,11.1218389338462
0.379370295279371,0.0816739016454241,11.1019916008085
0.375328099316137,0.081223394965945,11.082054489161
0.371308243640128,0.0807744919465598,11.0620252237164
0.367310650899169,0.0803271432323678,11.0419014061276
0.36333524614092,0.0798813006013959,11.0216806227017
0.359381956761317,0.0794369168676633,11.0013604406945
0.355450712451844,0.0789939459047295,10.9809384099789
0.351541445153999,0.0785523425010659,10.9604120569297
0.347654089009612,0.0781120624434679,10.9397788887202
0.343788580315358,0.077673062432766,10.9190363898633
0.339944857477877,0.0772353000715616,10.898182022013
0.336122860973868,0.0767987337643099,10.8772132195181
0.33232253330238,0.0763633228742316,10.8561273972346
0.328543818948528,0.0759290274934957,10.8349219397594
0.39808857827459,0.0754958085277539,10.813594205657
0.393943458455568,0.0832915344292957,11.1722571959866
0.389821063623409,0.0828349013020757,11.1526289582879
0.385721304770338,0.0823800566862494,11.132916967698
0.381644095548942,0.0819269471248798,11.1131188832631
0.377589352214702,0.0814755203157195,11.0932323470106
0.373556993560682,0.0810257252688514,11.0732549917119
0.369546940867154,0.0805775120066658,11.0531844284276
0.365559117844175,0.0801308317053133,11.0330182534231
0.361593450578499,0.0796856366077457,11.0127540449703
0.357649867482185,0.0792418799895939,10.9923893624035
0.353728299242848,0.0787995161260811,10.9719217451601
0.349828678775357,0.0783585002630498,10.9513487119499
0.345950941175069,0.0779187885860178,10.9306677597752
0.342095023672314,0.0774803381951486,10.9098763631721
0.338260865589991,0.0770431070425672,10.888971971593
0.334448408298396,0.0766070539881435,10.8679520123854
0.330657595175817,0.0761721386835025,10.846813885526
0.326888371568023,0.0757383215943686,10.8255549648917
0.323140684749429,0.0753055639667315,10.8041725968015
0.31941448388542,0.0748738278036722,10.7826640990146
0.315709719995786,0.0744430758430277,10.7610267597169
0.312026345919224,0.0740132715358484,10.7392578364949
0.308364316278884,0.0735843790256036,10.7173545552965
0.304723587448907,0.0731563631280833,10.6953141093753
0.301104117521933,0.0727291893119427,10.6731336582181
0.297505866277554,0.0723028236798214,10.6508103264499
0.293928795150397,0.0718772329756018,10.6283412040756
0.290372867203074,0.0714523844867796,10.6057233411301
0.286838047094902,0.0710282461293429,10.5829537519037
0.283324301054363,0.070604786372718,10.5600294106955
0.279831596851684,0.0701819742372226,10.5369472513348
0.276359903772174,0.0697597792789838,10.5137041659944
0.272909192590286,0.0693381715753604,10.4902970039831
0.269479435544376,0.0689171217108471,10.4667225705164
0.266070606312142,0.0684966007634411,10.4429776254636
0.262682679986725,0.0680765802914513,10.4190588820709
0.259315633053439,0.0676570323207329,10.3949630056592
0.255969443367115,0.0672379293323259,10.3706866122955
0.252644090130047,0.0668192442504846,10.3462262674375
0.249339553870514,0.0664009504310779,10.3215784845488
0.246055816421854,0.0659830216503461,10.296739723685
0.242792860902091,0.0655654320939984,10.2717063900487
0.239550671694082,0.0651481563466355,10.2464748325127
0.236329234426176,0.064731169381484,10.2210413421089
0.233128535953368,0.0643144465504264,10.195402150484
0.229948564338944,0.0638979635743167,10.1695534283173
0.226789308836576,0.0634816965335643,10.1434912837026
0.223650759872893,0.0630656218589764,10.1172117604906
0.362174460100399,0.0626497163228458,10.0907108365904
0.358227638136774,0.0793069613961341,10.9953864926163
0.354302841068743,0.0788643958178893,10.9749341470979
0.350400001486921,0.0784231847556197,10.9543767514658
0.346519054169322,0.0779832842560165,10.9337118058465
0.342659936035542,0.0775446512864174,10.9129367881214
0.338822586103419,0.0771072436849564,10.8920491519397
0.335006945445969,0.0766710201551606,10.8710463267707
0.331212957148756,0.0762359402571526,10.8499257177856
0.327440566271065,0.0758019643311772,10.8286847023983
0.323689719806459,0.075369053510107,10.8073206310376
0.319960366644935,0.0749371696872563,10.7858308257203
0.316252457536194,0.0745062754939244,10.7642125790391
0.312565945053995,0.0740763342777396,10.7424631531393
